default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,verified,average_tweets_per_day,account_age_days,account_type
True,False,3579,947,231,False,False,41.718,2121,human
False,False,1462,978775,429,False,True,2.196,4106,human
True,False,75,0,0,False,False,0.109,1444,human
True,False,1084,7,77,False,False,0.932,1377,bot
False,False,283,782841,97,False,True,6.991,3679,human
True,False,145,0,0,False,False,0.216,1444,human
True,False,109,1,0,False,False,0.119,1424,human
True,False,837,366,1948,True,False,1.344,2095,human
False,False,31,3706,0,False,False,1.214,4182,human
False,False,14179,74,519,False,False,0.072,4070,human
False,False,24253,1931,2011,False,False,8.563,877,human
False,False,44918,222,1151,False,False,15.527,4282,human
False,False,2385,32,27,False,False,0.815,4190,bot
False,False,6260,679851,1299,True,True,2.287,4318,human
False,False,10417,1034452,803,False,True,4.341,4003,human
False,False,2157,77,192,False,False,0.837,3350,human
True,False,3316,85869,874,True,True,10.584,4130,human
False,False,5298,8993,886,False,True,0.727,4149,human
False,False,61,41,654,False,False,0.044,3664,human
True,False,325,2220491,226,False,True,0.928,4186,human
False,False,12253,2731,1837,True,False,32.052,2974,human
True,False,1289,7,29,True,False,1.064,1742,bot
True,False,22692,217,920,True,False,3.355,1655,human
True,False,1407,12,90,False,False,0.489,3072,bot
True,False,11541,97,443,True,False,0.443,2947,human
True,False,37493,613,395,False,False,2.344,2462,human
True,False,385,2594559,295,False,False,5.257,4045,human
False,False,890,47,279,False,False,0.567,3453,human
False,False,9234,143724,47931,False,False,6.975,3143,human
False,False,2508,11,472,False,False,1.131,3101,bot
True,False,6039,2760,2848,False,False,3.568,3381,human
True,False,425,787,247,False,False,0.978,1149,human
False,False,14456,315,308,True,False,16.359,3555,human
False,False,10069,168752,248,True,True,7.255,3078,human
False,False,7188,1020307,446,False,True,0.929,4241,human
False,False,2374,28,109,False,False,0.796,4403,bot
False,False,513,25,61,True,False,0.231,3449,human
False,False,183,300,0,True,False,1.61,3429,human
True,False,1273,28,319,False,False,0.512,4027,bot
False,False,61,1,0,False,False,0.015,3928,bot
False,False,68141,40530,30138,False,False,34.664,1194,bot
True,False,1861,36,57,False,False,0.97,2765,bot
True,False,0,68,10,False,False,1.137,2365,bot
True,False,31046,221346,243580,False,False,66.855,2158,bot
True,False,30,0,33,False,False,0.149,1271,bot
False,False,949,16,71,False,False,0.868,1368,bot
True,False,756,12,1747,False,False,0.388,2752,bot
True,False,294,0,1,False,False,0.281,654,human
True,False,591,10,37,False,False,0.891,3168,bot
True,False,29,1,0,False,False,0.149,1155,bot
True,False,384,0,0,False,False,0.762,1080,human
False,False,52,1334079,184,True,True,2.009,3756,human
False,False,1850,40,0,False,False,0.935,2272,bot
False,False,591,1201785,467,True,True,1.067,3079,human
True,False,662,66,190,False,False,2.645,3740,human
False,False,975,2335333,1659,False,True,3.768,3680,human
False,False,625,187,196,False,False,0.582,4126,human
False,False,1238,532112,174,False,False,6.526,3801,human
False,False,1437,7,10,False,False,0.509,4116,bot
True,False,27,1,0,False,False,0.206,1155,bot
False,False,3700,52,239,True,False,0.452,4062,human
False,False,27351,79,323,True,False,0.89,3685,human
False,False,134,10818,128,True,False,0.568,3806,human
True,False,779,16,707,False,False,0.441,2750,bot
False,False,2253,12,11,False,False,0.996,3292,bot
True,False,14819,517,653,True,False,2.474,2047,human
False,False,0,22859799,0,False,True,0.238,4184,human
False,False,12389,46,382,False,False,2.333,2995,human
False,False,2529,37,133,False,False,1.01,3744,bot
True,False,1280,13,395,False,False,0.781,2783,human
False,False,91,181,131,False,False,0.332,3489,bot
True,False,444,0,0,False,False,0.212,3317,bot
False,False,4974,626,548,True,False,21.145,4173,human
True,False,108,33,208,False,False,0.043,3220,bot
True,False,4710,187,218,True,False,0.648,758,human
True,False,9190,69,303,False,False,0.743,2900,human
False,False,9496,269170,507,False,True,4.175,4094,human
True,False,17533,158323,334,False,True,4.583,3236,human
False,False,2387,182,137,False,False,2.535,2039,bot
True,False,89295,496,134,True,False,7.912,1829,human
True,False,30,1,0,False,False,0.221,1155,bot
False,False,2461,217,0,False,False,0.446,3055,human
True,False,108,0,0,False,False,0.188,1443,human
True,False,12503,3287181,1495,True,True,3.216,4032,human
True,False,2737,37,81,False,False,2.503,1373,bot
True,False,730,39,250,True,False,0.346,3034,bot
False,False,9680,52470,1627,True,True,12.82,4188,human
False,False,4987,197531,3047,True,True,29.715,4452,human
False,False,999,531,854,True,False,0.868,4407,human
True,False,5729,495,0,False,False,5.347,2040,bot
True,False,1468,3,11,False,False,0.664,3291,bot
True,False,345,15,33,False,False,0.183,2504,bot
True,False,3249,493,541,False,False,1.162,1833,human
True,False,11134,22934,684,True,True,3.056,2118,human
True,False,2148,14,78,False,False,0.931,3166,bot
False,False,340,1410067,738,True,True,2.691,4180,human
True,False,0,5845755,66,False,True,0.054,3100,human
False,False,28756,38261,804,True,True,5.363,3171,human
False,False,2076,297,406,True,False,5.683,3334,bot
True,False,56,93463,60297,False,False,44.249,2853,bot
True,False,1387,1,3,False,False,0.637,3240,bot
True,False,1851,329,311,True,False,6.993,3797,human
True,False,2317,140,738,False,False,0.98,3556,bot
True,False,375,17,0,False,False,0.033,2822,bot
False,False,4112,29743,634,True,False,3.628,4125,human
False,False,317,10755,1431,False,True,1.666,3162,human
False,False,13400,79128,968,False,True,14.365,3844,human
False,False,25,3085,1362,False,False,1.488,3360,human
False,False,2821,609648,1430,False,True,7.331,4062,human
False,False,3293,13513,1332,False,True,3.268,3914,human
False,False,5,71,329,False,False,6.581,1345,bot
True,False,51,0,0,False,False,0.093,1445,human
True,False,55,0,0,False,False,0.112,1444,human
False,False,37202,803,865,False,False,31.246,2794,bot
False,False,300,10,0,False,False,0.015,3158,bot
False,False,467,3817783,1429,False,True,2.602,4173,human
False,False,647,27,0,False,False,0.032,4068,bot
True,False,1185,62,67,False,False,1.564,784,human
True,False,2946,137,259,False,False,0.867,2360,human
True,False,54,0,0,False,False,0.339,1155,bot
False,False,607,962,1468,True,False,11.467,3632,human
False,False,3672,332,504,True,False,1.217,4074,bot
True,False,1268,3,0,False,False,0.518,3673,bot
True,False,29,137,188,False,False,0.142,2039,bot
True,False,79,0,0,False,False,0.104,1108,human
False,False,41014,427,460,True,False,11.333,2533,human
True,False,820,4,8,False,False,0.301,4052,bot
True,False,79149,2206,2807,False,False,5.135,4149,human
False,False,2386,84,67,True,False,2.388,3848,bot
True,False,2545,1294,1776,True,False,0.292,3166,human
False,False,21441,25125,2289,True,True,2.342,4386,human
False,False,2033,3078400,209,False,True,3.118,3318,human
True,False,375,26,75,False,False,0.15,4031,bot
True,False,667,5266473,1159,False,True,9.36,3919,human
True,False,8882,410,436,True,False,1.815,2487,human
False,False,13962,7536,3413,True,True,4.195,4962,human
False,False,2461,7000448,446,True,True,4.714,4150,human
True,False,1255,78,117,False,False,0.734,3790,human
False,False,46,457020,178,False,False,0.738,4050,human
True,False,31333,69,1298,True,False,0.13,3733,human
False,False,3164,9100,786,True,False,1.849,2754,human
False,False,128907,1814,2101,False,False,28.863,3208,human
True,False,14319,957,656,True,False,7.669,2432,human
True,False,1461,311,0,False,False,1.015,2817,human
False,False,2914,21,130,False,False,0.792,4452,bot
False,False,26992,325,832,True,False,1.652,3135,human
False,False,143,577,0,False,False,4.933,2608,human
True,False,1399,16,303,False,False,1.654,1285,bot
True,False,2272,515647,501,False,True,8.18,4426,human
True,False,5207,328,522,True,False,1.729,3301,human
False,False,111878,541,557,False,False,29.286,3298,bot
False,False,592,646320,915,True,True,3.729,3954,human
False,False,25029,750,510,True,False,7.924,2133,human
True,False,54524,0,0,False,False,19.948,2738,bot
False,False,329,140,292,False,False,0.254,3899,human
False,False,441,368,258,False,False,16.312,3335,human
False,False,1,1610015,17,False,True,16.426,2646,bot
True,False,1484,24,118,True,False,0.616,3477,bot
False,False,3,1760,1993,False,False,1.429,3504,bot
True,False,150,376,3,False,False,3.167,914,bot
False,False,1453,2096868,3682,True,True,13.899,4386,bot
False,False,29923,1868073,3042,False,True,6.635,3672,human
False,False,5378,2824610,1280,False,True,1.228,4367,human
True,False,21563,109,1381,False,False,1.417,3389,bot
True,False,600,3449133,119,False,True,1.277,2990,human
False,False,80032,8361,5321,True,True,11.947,3195,human
True,False,163,0,0,False,False,0.262,1118,human
False,False,52272,22388,11671,True,False,24.181,2977,bot
True,False,7,8,15,False,False,0.004,1112,bot
False,False,196,24813802,107,True,True,0.646,3927,human
True,False,32,0,0,False,False,0.071,1444,human
False,False,4,41,0,False,False,0.114,3355,human
False,False,10355,123,160,True,False,3.892,2351,human
True,False,2128,7,30,False,False,0.819,3634,bot
True,False,79543,580,531,True,False,24.44,2526,human
False,False,230199,2322,628,False,False,6.569,4109,human
True,False,56,3,0,False,False,0.005,2357,bot
False,False,1020,30,81,False,False,0.368,3972,bot
False,False,11211,427,0,True,False,5.585,3178,human
False,False,0,750084,432,False,True,2.034,4172,human
True,False,6864,2825,827,True,True,0.879,4186,human
False,False,3861,17310,8579,True,False,3.214,3855,human
False,False,5739,134184,27946,False,False,154.852,3489,bot
False,False,12515,7335,442,True,False,4.161,2205,human
False,False,122,12170143,12,True,True,3.792,4261,human
False,False,96,1338397,304,False,True,0.375,3364,human
False,False,14727,21648,7981,True,True,3.798,4137,human
False,False,24335,1557,352,True,False,2.953,4195,human
False,False,247,847,459,True,False,2.502,2544,bot
False,False,2129,15,0,False,False,0.913,3296,bot
False,False,2635,2833739,483,False,True,15.804,4906,human
True,False,110223,6190,5010,False,False,29.869,2457,bot
False,False,12740,2053,2059,True,False,6.593,4103,human
False,False,6048,5607,5691,True,False,5.922,4305,human
True,False,5,7290335,366,False,True,1.88,3469,human
False,False,1513,58,249,True,False,0.96,2701,human
False,False,184,7,0,False,False,0.018,2761,bot
True,False,109,4,0,False,False,0.006,3486,bot
True,False,104,76656,1,False,False,199.94,1771,bot
True,False,128,1,0,False,False,0.196,1254,human
False,False,18154,550,757,True,False,24.487,3613,human
False,False,7384,163,472,False,False,3.042,1971,human
True,False,2103,491,699,True,False,1.265,3435,human
False,False,26162,10572,4330,True,True,1.591,4595,human
False,False,8,207626,254584,True,False,1.549,3910,bot
False,False,172888,1221,3253,False,False,4.393,2990,human
False,False,0,67,1,False,False,1.115,4100,human
False,False,1,3805020,207,True,True,2.917,3812,human
False,False,8746,396157,284,True,False,3.247,3977,human
False,False,4774,62,340,True,False,1.113,3262,bot
True,False,7227,386,215,True,False,6.644,3288,human
True,False,788,5,10,False,False,0.269,4052,bot
True,False,2396,87,114,True,False,3.193,685,human
False,False,627,283426,422,True,True,1.099,3316,human
True,False,624,14,67,False,False,0.236,3638,bot
True,False,3008,414,373,False,False,0.227,1748,human
False,False,2623,192,0,True,False,1.626,3111,bot
True,False,3399,97,238,False,False,2.273,2137,human
False,False,115540,341,3306,True,False,21.238,3233,human
False,False,6939,1495,0,True,False,30.732,2704,human
True,False,65211,4838,4912,True,False,27.726,1301,human
True,False,0,4,0,False,False,0.167,2846,bot
False,False,91424,609,276,False,False,11.56,2944,human
False,False,7276,629,791,True,False,1.171,3633,human
True,False,839,16,145,False,False,0.397,3236,bot
True,False,26,2,0,False,False,0.203,1155,bot
True,False,140,1,0,False,False,0.203,1094,human
True,False,154,6,0,False,False,0.009,3293,bot
False,False,105005,154,1902,True,False,4.139,2618,human
False,False,115,1117505,4333,True,True,1.616,4261,human
True,False,253,26,212,True,False,0.139,3952,human
False,False,24,16600,9,False,False,0.031,2740,human
False,False,2658,2935,991,True,False,1.307,3528,human
True,False,839,40,71,False,False,0.408,3191,bot
False,False,11247,1490350,10318,False,True,33.422,4173,human
True,False,2291,3,2,False,False,0.8,4026,bot
False,False,39168,87478,60500,True,False,18.341,3789,bot
False,False,5,61196,16,False,False,0.238,4569,human
True,False,24888,3843,3902,True,True,3.212,4135,human
False,False,2439,846,1440,False,False,3.042,3776,human
False,False,2198,110,0,True,False,1.733,2560,bot
True,False,1037,3161027,139,False,True,2.531,3663,human
True,False,122,3506103,453,False,True,3.122,3550,human
True,False,184,13,180,False,False,0.016,2658,bot
True,False,764,40,907,False,False,0.402,2836,bot
False,False,2584,173,837,False,False,1.692,3030,bot
True,False,75,48,0,False,False,0.063,2955,human
True,False,439,33,0,False,False,0.034,2904,bot
False,False,262,12945,14097,False,False,7.687,2965,bot
False,False,153,3846,8,True,False,3.12,4166,human
False,False,11477,331833,2295,True,True,18.157,3759,human
False,False,4114,374,928,True,False,0.648,4040,human
False,False,9500,181,537,True,False,1.474,2316,human
True,False,2,1,26,False,False,0.002,821,human
False,False,4811,705012,345,True,True,4.328,3209,human
False,False,5867,473,682,False,False,3.239,4305,human
False,False,71759,631831,12438,True,True,15.823,3730,human
False,False,15855,147,466,False,False,1.952,4028,human
False,False,37815,354,614,True,False,8.801,3267,human
False,False,55095,171,137,True,False,4.902,3676,human
False,False,60691,362,93,True,False,6.063,1963,bot
False,False,4,1272,1642,False,False,0.712,4186,bot
True,False,106,0,0,False,False,0.077,2464,bot
False,False,11349,4676,3448,False,True,2.56,3052,human
True,False,1343,14,0,False,False,0.5,3975,bot
True,True,7352,31,2758,False,False,0.02,2022,bot
True,False,174,2790428,505,True,True,8.422,3887,human
False,False,34279,401,468,False,False,2.327,3443,human
True,False,9048,20,208,False,False,27.453,1013,human
True,False,1,1,13,False,False,0.006,658,human
False,False,2236,20,0,False,False,1.55,2987,bot
True,False,1029,109,191,False,False,0.289,2723,human
False,False,16879,823,4648,True,False,8.631,4073,human
True,False,2210,10,18,False,False,2.362,1260,bot
False,False,570,2,10,False,False,0.311,3115,bot
True,False,6439,64,243,False,False,1.848,1028,human
False,False,13034,34562,913,True,False,9.93,4147,human
True,False,73,814,284,False,False,27.949,2474,bot
False,False,1804,190800,154933,True,True,7.372,4249,human
True,False,11916,11,206,False,False,0.865,998,human
True,False,1,11,0,False,False,0.14,694,bot
False,False,105652,2056,605,True,False,40.811,3638,human
False,False,61107,1081179,39243,True,True,39.978,2775,human
True,False,33747,499,719,True,False,15.982,1596,human
True,False,1358,7,13,True,False,0.57,3762,bot
False,False,68,1240,958,True,False,2.477,3220,human
True,False,1997,92,182,True,False,1.014,3244,bot
True,False,0,182,1,False,False,6.001,1605,bot
True,False,32600,13265,13470,False,False,32.207,1675,human
False,False,291,220,1519,False,False,8.916,3480,human
False,False,1087,16,0,False,False,0.392,4052,bot
False,False,1404,5525,1053,True,False,2.591,3479,human
False,False,54,24,0,False,False,0.067,3386,bot
False,False,807,2001,1664,False,False,76.83,3118,human
False,False,1214,483,504,False,False,0.492,1411,human
False,False,894,375,592,False,False,0.235,1564,human
True,False,18098,5498,5471,False,False,27.518,1310,human
True,False,120851,306,2616,True,False,81.532,1492,human
True,False,22504,543,1212,False,False,11.705,1500,human
True,False,24,7964,3128,False,False,0.046,1348,bot
True,False,858,70,114,False,False,2.717,1274,bot
False,False,26894,753,699,True,False,8.485,1475,human
True,False,1704,238,408,True,False,2.692,1307,bot
True,False,1571,3176,8131,True,False,0.519,1612,bot
True,False,33,83,536,False,False,0.152,1286,human
False,False,30,239,460,False,False,0.394,3953,bot
True,False,2131,75,58,False,False,1.813,1281,bot
False,False,442,3,22,False,False,0.205,3283,bot
False,False,416,3713,4858,False,False,2.504,2056,bot
False,False,365,794,808,False,False,0.24,2364,bot
False,False,2816,917,0,True,False,31.959,3359,bot
True,False,159353,1268,4556,False,False,33.378,4118,bot
True,False,1,1862,2,False,False,9.028,1445,bot
True,False,1486,5,66,False,False,0.748,3856,human
True,False,2212,5,93,False,False,0.043,2925,human
False,False,376,207873,84,True,True,3.805,3932,human
False,False,473,29100,25614,True,False,16.937,3237,human
False,False,908,105706,641,False,False,1.52,3781,human
True,False,15,1294103,73,True,True,0.13,2998,human
True,False,12163,138173,118706,True,False,1.518,2934,human
True,False,2,93,108,False,False,0.525,2557,bot
False,False,145,207,184,True,False,0.987,3230,human
True,False,524,104,703,True,False,0.229,1862,human
False,False,446,181,131,False,False,2.686,2171,bot
False,False,1905,1068,2495,False,False,1.101,4126,human
False,False,7994,368,0,True,False,5.506,3675,human
False,False,1711,2394,1911,False,False,1.759,3540,human
True,False,142,0,0,False,False,0.218,1118,human
False,False,2243,15,0,False,False,0.807,3871,bot
False,False,8976,1001,2324,True,False,7.805,2252,human
True,False,1083,21,323,False,False,1.043,1520,bot
True,False,5471,212,96,True,False,1.986,1452,human
False,False,15282,78,547,False,False,0.303,3202,human
False,False,1142,16355,218,False,False,1.379,3151,human
False,False,272,21463,19293,True,False,0.809,4150,human
False,False,17472,126,194,False,False,0.923,1681,human
False,False,14600,568,494,True,False,4.567,3189,human
False,False,2611,18494,10617,True,False,11.398,4066,human
False,False,384,392,809,True,False,0.455,4293,human
False,False,53536,789,1083,True,False,2.929,3345,human
False,False,2502,267,658,True,False,2.783,3956,human
False,False,3622,59,84,True,False,3.763,2931,bot
True,True,4,4,0,False,False,0.003,2486,bot
True,False,1393,2012,2513,True,False,1.665,4624,human
False,False,207,30,0,False,False,0.092,3496,human
True,False,1115,2,5,True,False,0.973,1783,bot
False,False,269911,340690,206080,True,False,113.136,3494,bot
True,False,3527,16,31,False,False,2.047,1751,bot
True,False,187,2,0,False,False,0.008,3846,bot
True,False,271,33,97,False,False,0.286,931,human
False,False,7559,387686,1807,True,True,37.567,3458,human
False,False,2033,21,65,False,False,0.696,4062,bot
False,False,6866,1378288,988,False,True,3.384,3387,human
True,False,5823,71,543,False,False,0.61,2269,human
False,False,12403,18965,3350,True,True,2.673,3931,human
False,False,1456,2207,1051,True,False,0.523,4261,human
True,False,241,102,63,False,False,2.461,700,human
False,False,2691,38,136,True,False,1.176,4198,human
True,False,1,80,2,False,False,2.794,873,bot
False,False,21990,16118,3298,False,True,16.494,4476,human
True,False,5695,160,201,True,False,2.11,2564,human
False,False,263594,67130,16761,False,False,5.326,3038,human
True,False,1302,19,422,True,False,0.53,3730,bot
False,False,2203,3,5,False,False,0.203,2196,bot
False,False,24,322602,670,False,False,2.99,3465,human
False,False,87438,20911307,5811,False,True,10.213,4131,human
True,False,2174,10,0,False,False,0.93,3311,bot
False,False,738,6926221,247,False,True,1.126,4135,human
False,False,23534,1414,362,True,False,20.349,3058,human
False,False,11628,402,1172,True,False,2.961,3200,human
True,False,47365,4119,407,True,False,18.153,3310,human
False,False,50575,543,207,False,False,4.673,4140,human
False,False,1585,55215,143,True,True,0.265,3795,human
True,False,1246,7,12,False,False,0.459,3479,bot
False,False,2371,66,191,False,False,1.33,3046,bot
True,False,377,15,0,False,False,0.029,3020,bot
True,False,1901,37,17,False,False,0.884,3003,bot
False,False,54,8,95,False,False,0.046,679,bot
False,False,16649,49,351,False,False,0.844,4149,human
False,False,383,64,118,False,False,0.374,4079,human
False,False,2,105867,990,True,False,23.117,3616,bot
False,False,123162,924,2038,True,False,32.191,3434,human
True,False,6714,980,2231,True,False,1.236,2765,human
True,False,2170,16,8,False,False,1.277,2374,bot
True,False,5216,145,1245,False,False,1.961,3234,human
False,False,2217,531,760,False,False,1.164,1824,human
False,False,253,60,238,False,False,0.106,3980,human
False,False,1861,919644,4174,True,True,5.169,4228,human
True,False,33458,160334,2408,True,True,3.622,4157,human
False,False,12342,834,317,True,False,1.751,4028,human
True,False,202,0,0,False,False,0.322,1445,human
True,False,1888,80072,283,False,False,0.758,3463,human
False,False,2568,983384,4257,True,True,11.745,4091,human
False,False,19,968,0,False,False,0.619,3754,human
False,False,35349,1495,160,True,False,22.855,3981,human
False,False,1261,50,367,True,False,0.207,2834,human
True,False,2153,66,80,True,False,0.919,3436,bot
False,False,47260,1361,1030,True,False,0.505,4137,human
False,False,5161,454,386,True,False,3.228,2567,human
False,False,2170,570,0,True,False,1.377,3029,bot
True,False,9,1255566,1147,True,True,5.01,4074,human
True,False,31620,428,4984,False,False,0.586,3651,human
False,False,81,305088,622,False,True,0.842,4080,human
False,False,62253,617,392,True,False,18.049,3378,bot
True,False,9974,209,537,False,False,4.023,2266,human
False,False,2061,525,356,True,False,0.152,4868,human
True,False,391,16,0,False,False,0.023,2751,bot
False,False,6196,41,131,False,False,1.291,3239,bot
True,False,2073,11,0,False,False,0.885,3346,bot
True,False,46192,1934,1764,True,False,17.566,2690,human
False,False,261,92,247,True,False,0.168,4132,human
True,False,880,22,183,False,False,0.053,3222,human
False,False,35,169127,264,False,True,2.085,3417,human
True,False,312,76,469,False,False,3.423,1790,bot
False,False,27106,100640,2758,True,True,23.028,4094,human
False,False,764,151189,131,False,True,18.973,4218,human
False,False,14519,135857,3535,False,True,9.257,3785,human
True,False,11493,209,256,True,False,2.542,3046,human
False,False,1982,115,234,True,False,1.469,4068,human
False,False,1303,1,0,False,False,0.543,3456,bot
True,False,739,190,152,True,False,0.991,1823,human
False,False,7456,46177,7537,True,True,0.287,3469,human
False,False,407,3678475,34,True,True,3.498,4019,human
True,False,61,3785588,43,False,True,1.677,3099,human
True,False,553,22,0,True,False,0.027,3608,bot
True,False,3364,5441647,139,True,True,0.498,3271,human
True,False,1147,32,0,False,False,0.409,4059,bot
False,False,305,1158108,463,False,True,0.432,3552,human
True,False,1063,24,138,False,False,0.234,1796,bot
False,False,32417,1050,443,True,False,120.911,3514,human
True,False,222,21,0,True,False,0.142,3061,human
False,False,1838,15,23,False,False,1.528,1756,bot
False,False,22652,13982,2370,True,True,13.293,3445,human
False,False,452,75,439,False,False,0.051,4064,human
True,False,1736,826,192,True,False,6.168,3807,human
False,False,2437,58,99,False,False,1.092,3405,bot
False,True,0,3188711,30,True,True,0.798,3726,human
False,False,2243,23,0,False,False,0.798,3957,bot
False,False,211,4345312,897,False,True,0.659,3675,human
True,False,1336,16,21,False,False,1.163,1741,bot
False,False,27541,3941,225,False,False,27.882,2953,human
False,False,35047,1185478,1216,True,True,5.56,4148,human
False,False,32914,573,1839,False,False,5.906,2184,human
True,True,0,0,3,False,False,0.002,662,human
False,False,10,57,0,False,False,0.028,3772,human
False,False,1319,135987,1634,True,False,31.138,3347,bot
True,False,553,12,107,True,False,0.297,2638,bot
False,False,19343,5600,2758,False,True,5.731,4476,human
False,False,11891,163,199,True,False,2.781,3235,human
True,False,1887,32,79,False,False,0.639,4305,bot
False,False,1374,29189,986,True,False,3.538,3269,human
False,False,1967,18,33,False,False,0.75,3609,bot
False,False,521,12309,189,True,True,0.65,4018,human
True,False,764,5,9,True,False,0.362,3239,bot
False,False,640,35,102,True,False,0.2,3865,human
False,False,1389,5008378,1930,True,True,14.241,3946,human
True,False,2145,798,1705,True,False,1.322,2490,human
True,False,121,1,0,False,False,0.216,1118,human
False,False,17697,930,1017,True,False,16.192,4282,human
False,False,1101,1776,1001,False,False,2.704,3450,bot
False,False,6608,291,892,True,False,1.14,4143,human
True,False,39,3,51,False,False,0.12,3294,human
True,False,2,591,1913,False,False,0.196,2479,bot
False,False,4858,959290,40778,False,True,1.772,3420,human
False,False,20904,691,5001,True,False,1.278,4064,human
True,False,19527,119,1227,True,False,1.301,1680,human
False,False,3642,72,0,False,False,1.507,2906,bot
False,False,5450,61398,565,True,True,2.769,4195,human
True,False,3765,58,214,True,False,1.278,902,human
False,False,6041,744451,788,True,True,7.363,4142,human
False,False,1,5,0,False,False,7.534,908,bot
True,False,0,670,618,False,False,1.554,988,bot
True,False,0,0,1,False,False,0.0,905,human
True,False,2155,10,0,False,False,1.185,2493,bot
False,False,2887,77507,4048,True,False,3.16,4074,bot
True,False,589,1696825,117,False,True,0.299,3215,human
True,True,2193,0,43,False,False,0.763,2875,bot
True,False,50658,546,507,True,False,4.967,2324,human
False,False,2,81535,125,False,False,0.117,3947,human
False,False,57,260,624,True,False,0.328,3924,human
False,False,2,832863,110,True,True,0.327,3970,human
True,False,117,0,0,False,False,0.162,1444,human
True,False,563,4,3,False,False,0.525,1468,bot
False,False,490,115,715,False,False,0.953,3997,human
True,False,7062,288,395,True,False,2.713,2996,bot
True,False,0,861,1504,False,False,124.267,3616,bot
True,False,1332,8,16,False,False,0.911,1462,bot
False,False,1249,5,6,False,False,0.487,3702,human
False,False,25889,22085,3654,True,True,5.947,4098,human
False,False,4090,319,286,True,False,0.474,4156,human
False,False,0,15,13,False,False,27.729,2880,bot
True,False,735,674,956,True,True,1.606,3779,human
False,False,3708,993,833,True,False,5.52,4218,human
True,False,547,189,139,False,False,1.567,2719,human
False,False,12894,2253,2362,True,True,7.992,2653,human
False,False,49700,4129,892,True,False,3.836,4234,human
False,False,539,8090301,307,True,True,1.47,4830,human
True,False,1149,28,53,False,False,0.068,1645,human
False,False,3450,88,262,False,False,1.785,2550,bot
True,False,12079,128,611,False,False,3.164,2068,human
False,False,7,73,860,False,False,1.422,4137,human
True,False,6046,761,4435,True,False,1.51,2709,human
True,False,11585,45,1006,False,False,3.262,1653,human
True,False,115,2,0,False,False,0.525,1154,bot
False,False,1058,8,71,True,False,0.342,4174,bot
False,False,738,180,252,False,False,2.936,3759,human
True,False,0,24,0,False,False,7.693,1393,bot
False,False,1992,26,10,True,False,0.762,3805,bot
True,False,41,0,0,False,False,0.293,1155,bot
False,False,69307,1107,2220,True,False,2.907,4157,human
False,False,9,1205196,0,False,True,1.728,4111,human
False,False,2342,16,0,False,False,0.919,3630,bot
False,False,10696,728,576,True,False,3.852,2262,human
False,False,11634,512,2572,True,False,2.599,3913,human
False,False,1,3647752,240,True,True,0.835,4088,human
False,False,24852,65386,141,True,True,1.902,3262,human
False,False,4001,89908,741,True,False,10.566,3628,human
True,False,5175,206,386,True,False,1.441,1952,human
True,False,7880,56,318,True,False,0.386,4180,human
False,False,7591,1962103,1781,True,True,15.271,4120,human
True,False,2531,33,263,True,False,1.064,3261,bot
False,False,48,1937,183,True,True,5.92,4190,human
False,False,135,1735,4110,False,False,0.046,1260,bot
True,False,10,871,9,False,False,21.153,1268,bot
True,False,1,2671,0,False,False,158.43,1433,bot
False,False,2,11467,0,False,False,22.667,1353,bot
False,False,2,1529,1,False,False,4.004,981,bot
False,False,10210,2694755,324,False,True,5.023,3660,human
True,False,5,185,325,False,False,16.125,1991,bot
True,False,125,7,38,False,False,0.032,1474,bot
True,False,6459,83628,341,False,True,11.148,3454,human
False,False,0,36,3,False,False,3.97,1354,bot
True,False,129,62,60,False,False,0.002,1520,human
True,False,99859,1567,759,True,False,31.653,1621,human
False,False,2628,195,420,True,False,1.663,4073,human
False,False,22,43,0,False,False,0.088,3137,human
True,False,7,32444,1,False,False,1191.286,1616,bot
True,False,346,0,21,False,False,0.245,1412,bot
False,False,4,759527,861,False,True,7.866,3808,human
False,False,957,22,59,True,False,0.36,4174,bot
False,False,3331,299,256,True,False,3.093,4088,bot
False,False,61,180759,468,False,True,9.937,4261,human
False,False,1825,84475,92915,True,False,134.962,3847,bot
True,False,318,19,278,False,False,0.024,2312,bot
False,False,13144,17646,4702,True,True,2.591,4140,human
False,False,0,15774,183,False,False,37.201,2297,human
True,False,3794,379,922,False,False,1.044,4127,human
False,False,270,72,104,True,False,0.165,4188,human
True,False,2337,93,38,False,False,1.127,3404,bot
False,False,3485,7337,309,True,False,1.515,4452,human
False,False,28200,3728,3513,False,False,3.657,3009,human
True,False,12421,1437,1245,True,False,9.96,1959,human
False,False,29629,9862,1375,True,True,0.18,4261,human
False,False,0,749,1085,False,False,5.865,3834,bot
True,False,1453,354,266,False,False,0.337,1860,human
False,False,43397,236,706,True,False,3.295,3401,human
False,False,1941,79,0,False,False,0.83,3440,bot
False,False,1992,5249,3630,True,True,3.045,2946,human
False,False,2014,81,140,False,False,1.069,3674,bot
False,False,3238,276,349,True,False,0.741,2579,human
False,False,1,939022,7,False,True,0.006,3934,human
False,False,22746,1352,1968,False,False,1.203,2585,human
False,False,5647,2961,799,True,False,26.397,4074,human
True,False,1434,1,18,True,False,0.705,2952,bot
True,False,1405,6,24,False,False,0.525,3904,bot
True,False,970,35,0,False,False,0.062,3074,bot
